status	file	line	rva	nz4096	keyword	text
NOW-LIT	docs/method-rules.md	145	0x05453AB9	3906	COVERAGE-BLOCKED|zero-page	| **★★ S124-k** | an `E8`/`E9` sweep of `.text` presented as exhaustive | `merged2` `.text` is **16,638 of 30,281 pages = 54.95 %** decrypted | *"transitions 4→5, 6→7, 7→8 have NO native caller anywhere in the image"* | demonstrated **from inside the finding's own set**: `0x5614690`, one of the seven callers, is a **zero page in 15 of the 16 single-state dumps** and survives only because one state
NOW-LIT	docs/method-rules.md	145	0x05601020	3834	COVERAGE-BLOCKED|zero-page	| **★★ S124-k** | an `E8`/`E9` sweep of `.text` presented as exhaustive | `merged2` `.text` is **16,638 of 30,281 pages = 54.95 %** decrypted | *"transitions 4→5, 6→7, 7→8 have NO native caller anywhere in the image"* | demonstrated **from inside the finding's own set**: `0x5614690`, one of the seven callers, is a **zero page in 15 of the 16 single-state dumps** and survives only because one state
NOW-LIT	docs/method-rules.md	145	0x05614690	3769	COVERAGE-BLOCKED|zero-page	| **★★ S124-k** | an `E8`/`E9` sweep of `.text` presented as exhaustive | `merged2` `.text` is **16,638 of 30,281 pages = 54.95 %** decrypted | *"transitions 4→5, 6→7, 7→8 have NO native caller anywhere in the image"* | demonstrated **from inside the finding's own set**: `0x5614690`, one of the seven callers, is a **zero page in 15 of the 16 single-state dumps** and survives only because one state
STILL-DARK	docs/method-rules.md	147	0x055A33F0	0	coverage-blocked|zero-page	| **★ S124-m** | grading REAL while coverage-blind | — | `BeginFollowingActor` listed **REAL** in the same paragraph that correctly listed its siblings coverage-blocked; its impl `0x55A33F0` is a **zero page in 18 of 18** images | apply the coverage check to every row, not to the rows you expect to fail |
NOW-LIT	docs/method-rules.md	148	0x056C58A0	3629	COVERAGE-BLOCKED	| **★ S124-n** | a verdict that **contradicts the reporter's own instrument** | — | `ULokiPreloadComponent::OnRoundPhaseChanged` filed COVERAGE-BLOCKED off a zero **thunk**, while the identical `.data` triple the same agent used two claims earlier yields impl `0x56C58A0` = real bytes in 18/18 | **apply your own resolution method to your own negative before recording it** |
NOW-LIT	docs/method-rules.md	189	0x056481D0	3766	not-decrypted	| **★★ S130-c** | a **blank** result from `fkdis.py d <rva>` | capstone decodes nothing when `<rva>` is not an instruction boundary | reads **identically to "the page is not decrypted"** — an absence claim about coverage, manufactured from a query error (`0x56481D0` → one empty line; `0x56481D7` → 109 instructions, same page) | print the page-coverage line **and** re-anchor to a known boundary bef
NOW-LIT	docs/method-rules.md	189	0x056481D7	3766	not-decrypted	| **★★ S130-c** | a **blank** result from `fkdis.py d <rva>` | capstone decodes nothing when `<rva>` is not an instruction boundary | reads **identically to "the page is not decrypted"** — an absence claim about coverage, manufactured from a query error (`0x56481D0` → one empty line; `0x56481D7` → 109 instructions, same page) | print the page-coverage line **and** re-anchor to a known boundary bef
STILL-DARK	docs/method-rules.md	203	0x05A6AC40	0	DARK|dark|not-decrypted	| **★★★★★ S133-a** | a **filter built on `tools/strxref/index/pdata_union.csv`**, used to ask *"which addresses the docs cite are DARK?"* | `pdataunion.py` keeps only RUNTIME_FUNCTION slots with `End-Begin > 1`; a size-1 slot is **the packer's placeholder for a function not decrypted in that process**. The file is an EXECUTION-TRACKING instrument, so a membership filter built on it is **blind by c
NOW-LIT	docs/method-rules.md	204	0x01F8BE90	3794	COVERAGE-BLOCKED|all-zero|all-zero-page|dark|unreadable-offline|zero-page	| **★★★★★ S133-b** | a **coverage-blindness verdict pinned to the wrong function** | `docs/fk5-battle-gate-settled.md:664` grades `[M]`: *"`0x1F8CFC0` is an all-zero page, so **the packet format is unreadable offline**"*, and §6.4 builds a whole verbatim-echo + hexdump responder plan to recover the format empirically. `0x1F8CFC0` is a **~300-byte wrapper** that reads `[Ping] StackSize`, names a th
NOW-LIT	docs/method-rules.md	204	0x01F8CFC0	3807	COVERAGE-BLOCKED|all-zero|all-zero-page|dark|unreadable-offline|zero-page	| **★★★★★ S133-b** | a **coverage-blindness verdict pinned to the wrong function** | `docs/fk5-battle-gate-settled.md:664` grades `[M]`: *"`0x1F8CFC0` is an all-zero page, so **the packet format is unreadable offline**"*, and §6.4 builds a whole verbatim-echo + hexdump responder plan to recover the format empirically. `0x1F8CFC0` is a **~300-byte wrapper** that reads `[Ping] StackSize`, names a th
NOW-LIT	docs/method-rules.md	211	0x05875E90	3896	COVERAGE-BLOCKED|DARK|dark	| **★★★★ S134-b** | **`tools/strxref/strxref.py`'s own `DEFAULT_DUMP`**, the tool this project reaches for first when grading whether a function is readable | it was pinned to `dumps/merged2.dump.exe` (16,638 pages, 54.95 %) from S121, while the corpus advanced through `merged3…merged10` (**16,755, 55.33 %**). Every un-flagged `strxref.py func` run for ~12 sessions graded against an image ~1.7 pp 
NOW-LIT	docs/method-rules.md	212	0x00233433	3790	never-decrypted	| **★★★★★ S134-c** | **`docs/symbols.csv`'s own `UNVERIFIABLE` verdict** — the checked-in table this project consults to ask *"is this recorded address real, and is its page readable?"* | `tools/strxref/name_addrs.py:188` does `d = idx._dump()` and then `is_zero_page(d, rva)`. `d` is the image the **INDEX** was built on, and that index is built on a **SINGLE-STATE** dump (`dumps/s129-poolgate/SUPE
NOW-LIT	docs/method-rules.md	212	0x0030AD97	3697	never-decrypted	| **★★★★★ S134-c** | **`docs/symbols.csv`'s own `UNVERIFIABLE` verdict** — the checked-in table this project consults to ask *"is this recorded address real, and is its page readable?"* | `tools/strxref/name_addrs.py:188` does `d = idx._dump()` and then `is_zero_page(d, rva)`. `d` is the image the **INDEX** was built on, and that index is built on a **SINGLE-STATE** dump (`dumps/s129-poolgate/SUPE
NOW-LIT	docs/method-rules.md	212	0x0032397C	3723	never-decrypted	| **★★★★★ S134-c** | **`docs/symbols.csv`'s own `UNVERIFIABLE` verdict** — the checked-in table this project consults to ask *"is this recorded address real, and is its page readable?"* | `tools/strxref/name_addrs.py:188` does `d = idx._dump()` and then `is_zero_page(d, rva)`. `d` is the image the **INDEX** was built on, and that index is built on a **SINGLE-STATE** dump (`dumps/s129-poolgate/SUPE
NOW-LIT	docs/method-rules.md	212	0x00323C6B	3723	never-decrypted	| **★★★★★ S134-c** | **`docs/symbols.csv`'s own `UNVERIFIABLE` verdict** — the checked-in table this project consults to ask *"is this recorded address real, and is its page readable?"* | `tools/strxref/name_addrs.py:188` does `d = idx._dump()` and then `is_zero_page(d, rva)`. `d` is the image the **INDEX** was built on, and that index is built on a **SINGLE-STATE** dump (`dumps/s129-poolgate/SUPE
NOW-LIT	docs/next-session-prompt-s134.md	132	0x05456000	3860	COVERAGE-BLOCKED	- **FK-22 §2.5's 16 COVERAGE-BLOCKED keys**: page `0x5456000` (the five `AuthPlayer*` entry points and
NOW-LIT	docs/next-session-prompt-s134.md	135	0x05875E90	3896	dark	- Still genuinely dark, each naming its own experiment: **`0x5875E90`'s neighbours are done**, but
NOW-LIT	docs/next-session-prompt-s136.md	114	0x03BBF3C0	3714	DARK	| **P4** | **`APawn::SpawnDefaultController 0x3BBF3C0` goes DARK -> DECRYPTED** | a free, permanent, OFFLINE receipt that the engine controller path executed, independent of any census. |
NOW-LIT	docs/next-session-prompt-s136.md	206	0x0556DF17	3720	DARK	8. ⚠ Page `0x556E000` is DARK. `SpawnBot` ends at `0x556DF17`, 0xE9 bytes short of the cliff — luck.
NOW-LIT	docs/next-session-prompt-s136.md	206	0x0556E000	3509	DARK	8. ⚠ Page `0x556E000` is DARK. `SpawnBot` ends at `0x556DF17`, 0xE9 bytes short of the cliff — luck.
NOW-LIT	docs/next-session-prompt-s137.md	27	0x03BBF000	3714	0/4096|dark	| **P4:** page `0x3BBF000` **0/4096** non-zero in `merged11` (union of EVERY image; 53 of 55 images dark, incl. `s135-botspawn`) → **3714/4096** after | **[M]** for the page; **[M, strong]** for "it executed" only WITH the `call [rax+0x8c0]` call-site disasm |
NOW-LIT	docs/next-session-prompt-s137.md	54	0x03BBF3C0	3714	DARK	-> APawn::SpawnDefaultController (slot 280) 0x3BBF3C0 ; the CONTROLLER  [S136: DARK -> DECRYPTED]
NOW-LIT	docs/next-session-prompt-s138.md	35	0x05565470	3782	0/4096|DARK|dark	| **`OnPossess 0x5565470` and `Tick 0x556E9F0` went DARK → LIT** (0/4096 → 3782 and 3509) — the S118 steerable-decryption method. `OnUnPossess` still dark (correct negative); 3 lit controls unchanged | **[M]** |
NOW-LIT	docs/next-session-prompt-s138.md	35	0x0556E9F0	3509	0/4096|DARK|dark	| **`OnPossess 0x5565470` and `Tick 0x556E9F0` went DARK → LIT** (0/4096 → 3782 and 3509) — the S118 steerable-decryption method. `OnUnPossess` still dark (correct negative); 3 lit controls unchanged | **[M]** |
STILL-DARK	docs/s131-pod-functionality-settled.md	766	0x056680F0	0	COVERAGE-BLOCKED	* ⚠ **`LokiTeleportActor` (`0x56680F0`) is COVERAGE-BLOCKED** — its page is all-zero in `merged4`. Not
NOW-LIT	docs/s133-joinqueue-find-match.md	11	0x05875E90	3896	dark	dark impls, chief among them **`TryJoinQueue 0x5875E90`** — the most-cited dark address in the repo
STILL-DARK	docs/s133-joinqueue-find-match.md	14	0x05873000	0	DARK	- ★ **The target page lit, with three controls holding.** `0x5875000` DARK → LIT; `0x5873000`,
NOW-LIT	docs/s133-joinqueue-find-match.md	14	0x05875000	3896	DARK	- ★ **The target page lit, with three controls holding.** `0x5875000` DARK → LIT; `0x5873000`,
STILL-DARK	docs/s133-joinqueue-find-match.md	15	0x05874000	0	DARK	`0x5874000`, `0x5879000` all stayed DARK; **0 pages lost** (monotonicity control).
NOW-LIT	docs/s133-joinqueue-find-match.md	15	0x05879000	3861	DARK	`0x5874000`, `0x5879000` all stayed DARK; **0 pages lost** (monotonicity control).
NOW-LIT	docs/s133-joinqueue-find-match.md	36	0x05875000	3896	DARK	| **`0x5875000`** | `TryJoinQueue` + 6 | **DARK → LIT** | **LIT** ✅ |
NOW-LIT	docs/s133-joinqueue-find-match.md	37	0x05879000	3861	DARK	| `0x5879000` | ready/fill/emote/invite | stays DARK | DARK ✅ |
STILL-DARK	docs/s133-joinqueue-find-match.md	38	0x05873000	0	DARK	| `0x5873000` | custom-game team/desc | stays DARK | DARK ✅ |
STILL-DARK	docs/s133-joinqueue-find-match.md	39	0x05874000	0	DARK	| `0x5874000` | custom-game password | stays DARK | DARK ✅ |
STILL-DARK	docs/s133-joinqueue-find-match.md	176	0x05873000	0	DARK	**RESULT: `0x5879000` DARK → LIT.** Controls held: `0x5873000` and `0x5874000` (custom game) stayed
STILL-DARK	docs/s133-joinqueue-find-match.md	176	0x05874000	0	DARK	**RESULT: `0x5879000` DARK → LIT.** Controls held: `0x5873000` and `0x5874000` (custom game) stayed
NOW-LIT	docs/s133-joinqueue-find-match.md	176	0x05879000	3861	DARK	**RESULT: `0x5879000` DARK → LIT.** Controls held: `0x5873000` and `0x5874000` (custom game) stayed
NOW-LIT	docs/s133-joinqueue-find-match.md	210	0x05875000	3896	dark	⇒ **13 of `UPartyManager`'s 20 dark impls are now readable offline** (7 on `0x5875000`, 6 on
NOW-LIT	docs/s135-queue-arms-a-match.md	478	0x03BBF3C0	3714	DARK|never-decrypted	| `APawn::SpawnDefaultController` (slot **280** = `+0x8C0`) | `0x3BBF3C0` | **DARK** — page never decrypted. NOT stripped, NOT confirmed real. |
NOW-LIT	docs/s135-queue-arms-a-match.md	519	0x03BBF3C0	3714	DARK	| **P4** | **`APawn::SpawnDefaultController 0x3BBF3C0` goes DARK -> DECRYPTED** | a free, permanent, OFFLINE-checkable receipt that the engine's controller path executed — independent of any census. `dumpimage` before the client exits, either way. |
NOW-LIT	docs/s135-queue-arms-a-match.md	628	0x0556D000	3720	DARK	- ⚠ **Page `0x556E000` is DARK**, so the lit window here is only `0x556D000..0x556DFFF`. `SpawnBot`
NOW-LIT	docs/s135-queue-arms-a-match.md	628	0x0556DFFF	3720	DARK	- ⚠ **Page `0x556E000` is DARK**, so the lit window here is only `0x556D000..0x556DFFF`. `SpawnBot`
NOW-LIT	docs/s135-queue-arms-a-match.md	628	0x0556E000	3509	DARK	- ⚠ **Page `0x556E000` is DARK**, so the lit window here is only `0x556D000..0x556DFFF`. `SpawnBot`
NOW-LIT	docs/s136-ai-controller-settled.md	57	0x03BBF000	3714	0/4096	**C5. P4's GRADE SPLITS.** The page census is [M] (`0x3BBF000`: **0/4096** non-zero in `merged11`,
NOW-LIT	docs/s136-ai-controller-settled.md	158	0x03BBF3C0	3714	DARK	| **`APawn::SpawnDefaultController 0x3BBF3C0`** | `0000000000000000000000` | `405553488d6c24984881ec` | **DARK → DECRYPTED** |
NOW-LIT	docs/s137-playerstate-and-lokibot-settled.md	293	0x05565470	3782	0/4096|DARK	| `ALokiBotController::OnPossess 0x5565470` | 0/4096 | **3782/4096** | ★ DARK → LIT |
NOW-LIT	docs/s137-playerstate-and-lokibot-settled.md	294	0x0556E9F0	3509	0/4096|DARK	| `ALokiBotController::Tick 0x556E9F0` | 0/4096 | **3509/4096** | ★ DARK → LIT |
STILL-DARK	docs/s137-playerstate-and-lokibot-settled.md	295	0x055667F0	0	0/4096	| `ALokiBotController::OnUnPossess 0x55667F0` | 0/4096 | 0/4096 | never unpossessed — correct negative |
STILL-DARK	docs/s137-playerstate-and-lokibot-settled.md	416	0x04467B90	0	DARK	27 distinct direct call targets: **26 REAL, 1 DARK (`0x4467B90`), ZERO stripped folds.** On
NOW-LIT	docs/strxref-open-questions.md	116	0x05302DE0	3816	all-zero-page|undecrypted|zero-page	| `PollForFeatureTogglesReady` | `0x5302DE0` | **all-zero page — undecrypted** |
STILL-DARK	docs/strxref-open-questions.md	117	0x052FEF50	0	all-zero-page|undecrypted|zero-page	| `FeatureTogglesReadyOrChanged` | `0x52FEF50` | **all-zero page — undecrypted** |
NOW-LIT	docs/strxref-open-questions.md	198	0x056CE5F0	3735	all-zero-page|undecrypted|zero-page	- `0x56CE5F0`'s body is an **all-zero page in this dump** — undecrypted. Clean negative:
NOW-LIT	docs/strxref-open-questions.md	339	0x052FD980	3861	undecrypted	not compute one. `IsEasyAntiCheatEnabled` exec `0x52FD980` (body undecrypted).
